"pounds_purchased","order_amount","farm_name","coordinates","lat","lon","order_date"
120,180,"Matsuda Farm","47.4323906,-122.4666727",47.4323906,-122.4666727,2020-11-01
39,112.5,"Sno-Valley Mushrooms","47.5299877,-121.8753425",47.5299877,-121.8753425,2020-05-01
55.5,75,"Oxbow Farm","47.6777367,-122.0058828",47.6777367,-122.0058828,NA
35,358.75,"Faith Beyond Farm","47.3702846,-122.2897851",47.3702846,-122.2897851,2020-06-01
17.5,NA,"Sound Sustainable Farms","47.710736,-122.1552711",47.710736,-122.1552711,NA
15.31,NA,"Oxbow Farm","47.6777367,-122.0058828",47.6777367,-122.0058828,NA
40,129,"Tonnemaker Farm Valley",NA,NA,NA,2020-07-01
17.5,162,"Lee Lor Garden","47.5876447,-122.315121",47.5876447,-122.315121,2020-07-01
28,111,"Lee Lor Garden","47.5876447,-122.315121",47.5876447,-122.315121,2020-08-01
36,81.4,"Carnation Farms","47.6782554,-121.9544722",47.6782554,-121.9544722,2020-08-01
342,342,"Terrebonne Truck Patch","47.4696065,-122.0770412",47.4696065,-122.0770412,2020-07-01
175,535,"Terrebonne Truck Patch","47.4696065,-122.0770412",47.4696065,-122.0770412,NA
54.7,450,"Terrebonne Truck Patch","47.4696065,-122.0770412",47.4696065,-122.0770412,2020-07-01
228,342,"Terrebonne Truck Patch","47.4696065,-122.0770412",47.4696065,-122.0770412,2020-07-01
154,617.4,"Terrebonne Truck Patch","47.4696065,-122.0770412",47.4696065,-122.0770412,2020-08-01
105,432,"Terrebonne Truck Patch","47.4696065,-122.0770412",47.4696065,-122.0770412,2020-08-01
256,460.8,"Terrebonne Truck Patch","47.4696065,-122.0770412",47.4696065,-122.0770412,2020-08-01
100,300,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-07-01
79,300,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-08-01
210,NA,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,NA
150,300,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-08-01
240,300,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-09-01
240,300,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-09-01
100,300,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-09-01
125,300,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-09-01
256,300,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-09-01
470,300,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-10-01
470,300,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-10-01
10,27.5,"Wild Canary Farm","47.6237576,-121.9075277",47.6237576,-121.9075277,2020-07-01
2,15,"Rising Sign Farm","47.6399555,-121.9129127",47.6399555,-121.9129127,2020-07-01
15,225,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-07-01
40,75,"Ayeko Farm","47.2274089,-122.0290885",47.2274089,-122.0290885,2020-07-01
48,67.5,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-07-01
24,75,"Rising Sign Farm","47.6399555,-121.9129127",47.6399555,-121.9129127,2020-06-01
5,32.5,"Summer Run Farm","47.6399555,-121.9129127",47.6399555,-121.9129127,2020-06-01
36,112.5,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-06-01
3,9,"Sound Vegetables","47.7107537,-122.1618372",47.7107537,-122.1618372,2020-05-01
10,33.75,"Rising Sign Farm","47.6399555,-121.9129127",47.6399555,-121.9129127,2020-05-01
25,170,"Oxbow Farm","47.6777367,-122.0058828",47.6777367,-122.0058828,2020-11-01
30,52.5,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-11-01
30,56.25,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-11-01
90,174.39,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-11-01
24,120,"Faith Beyond Farm","47.3702846,-122.2897851",47.3702846,-122.2897851,2020-10-01
100,175,"Faith Beyond Farm","47.3702846,-122.2897851",47.3702846,-122.2897851,2020-10-01
12,58.75,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-10-01
120,210,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-10-01
60,206.25,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-10-01
20,45,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-10-01
100,218.75,"Faith Beyond Farm","47.3702846,-122.2897851",47.3702846,-122.2897851,2020-10-01
40,240,"Oxbow Farm","47.6777367,-122.0058828",47.6777367,-122.0058828,2020-10-01
40,125,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-10-01
36,176.25,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-10-01
12,57.5,"Carnation Farms","47.6782554,-121.9544722",47.6782554,-121.9544722,2020-10-01
24,110,"Carnation Farms","47.6782554,-121.9544722",47.6782554,-121.9544722,2020-10-01
60,112.5,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-10-01
30,56.25,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-10-01
15,50.63,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-10-01
12,55,"Carnation Farms","47.6782554,-121.9544722",47.6782554,-121.9544722,2020-09-01
48,125,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-09-01
70,245,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-09-01
24,52.5,"Carnation Farms","47.6782554,-121.9544722",47.6782554,-121.9544722,2020-09-01
150,281.25,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-09-01
20,68.75,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-09-01
45,151.89,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-09-01
12,60,"Kamayan Farm","47.5273011,-121.8707362",47.5273011,-121.8707362,2020-09-01
48,114,"Oxbow Farm","47.6777367,-122.0058828",47.6777367,-122.0058828,2020-09-01
120,225,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-09-01
40,100,"Oxbow Farm","47.6777367,-122.0058828",47.6777367,-122.0058828,2020-08-01
20,87.5,"Sound Vegetables","47.7107537,-122.1618372",47.7107537,-122.1618372,2020-08-01
12,150,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-08-01
30,62.5,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-07-01
80,160,"Faith Beyond Farm","47.3702846,-122.2897851",47.3702846,-122.2897851,2020-06-01
25,118.5,"Namuna Garden","47.4746452,-122.2849894",47.4746452,-122.2849894,2020-06-01
27.5,466,"Windy Acre Farm","47.3581369,-122.2383523",47.3581369,-122.2383523,2020-08-01
20,60.5,"Lily Fields","45.6133416,-122.4376827",45.6133416,-122.4376827,2020-06-01
26,117,"Small Blessings Farm","47.2216756,-122.0539346",47.2216756,-122.0539346,2020-07-01
30,94,"Ayeko Farm","47.2274089,-122.0290885",47.2274089,-122.0290885,2020-07-01
18,65.75,"Lily Fields","45.6133416,-122.4376827",45.6133416,-122.4376827,2020-07-01
12,NA,"Lily Fields","45.6133416,-122.4376827",45.6133416,-122.4376827,2020-07-01
24,108,"Small Blessings Farm","47.2216756,-122.0539346",47.2216756,-122.0539346,2020-07-01
20,103.75,"Lily Fields","45.6133416,-122.4376827",45.6133416,-122.4376827,2020-07-01
25,73.75,"Lily Fields","45.6133416,-122.4376827",45.6133416,-122.4376827,2020-08-01
22,99,"Small Blessings Farm","47.2216756,-122.0539346",47.2216756,-122.0539346,NA
34,102,"Black Farmers Collective","47.6015468,-122.3234496",47.6015468,-122.3234496,2020-08-01
26,117,"Small Blessings Farm","47.2216756,-122.0539346",47.2216756,-122.0539346,2020-08-01
22,154,"Black Farmers Collective","47.6015468,-122.3234496",47.6015468,-122.3234496,2020-08-01
20,106,"Lily Fields","45.6133416,-122.4376827",45.6133416,-122.4376827,2020-08-01
56,168,"Black Farmers Collective","47.6015468,-122.3234496",47.6015468,-122.3234496,2020-09-01
5,20,"Black Farmers Collective","47.6015468,-122.3234496",47.6015468,-122.3234496,2020-10-01
69,503.5,"Faith Beyond Farm","47.3702846,-122.2897851",47.3702846,-122.2897851,2020-10-01
20,60,"Red Barn Organic Farms","47.2201236,-121.9790837",47.2201236,-121.9790837,2020-10-01
25,357.5,"Faith Beyond Farm","47.3702846,-122.2897851",47.3702846,-122.2897851,2020-10-01
20,66,"Red Barn Organic Farms","47.2201236,-121.9790837",47.2201236,-121.9790837,2020-10-01
15,60,"Red Barn Organic Farms","47.2201236,-121.9790837",47.2201236,-121.9790837,2020-11-01
40,100,"Faith Beyond Farm","47.3702846,-122.2897851",47.3702846,-122.2897851,2020-11-01
59,421,"Faith Beyond Farm","47.3702846,-122.2897851",47.3702846,-122.2897851,2020-11-01
30,314.5,"Faith Beyond Farm","47.3702846,-122.2897851",47.3702846,-122.2897851,2020-11-01
40,217.5,"Faith Beyond Farm","47.3702846,-122.2897851",47.3702846,-122.2897851,NA
170,255,"Northbourne Farm","47.4565606,-122.4511177",47.4565606,-122.4511177,2020-07-01
100,250,"Matsuda Farm","47.4323906,-122.4666727",47.4323906,-122.4666727,2020-08-01
41,102.5,"Sun Island Farm","47.3856916,-122.4533089",47.3856916,-122.4533089,2020-08-01
60,120,"Matsuda Farm","47.4323906,-122.4666727",47.4323906,-122.4666727,2020-08-01
NA,79.8,"Linda Kozak","47.4207137,-122.5207136",47.4207137,-122.5207136,2020-08-01
100,250,"Northbourne Farm","47.4565606,-122.4511177",47.4565606,-122.4511177,2020-08-01
50,500,"Provo Farms","47.4233042,-122.4477158",47.4233042,-122.4477158,2020-08-01
20,70,"GreenMan Farm","47.4592266,-122.4479437",47.4592266,-122.4479437,2020-08-01
35,75,"Forest Garden Farm","47.4794336,-122.4706857",47.4794336,-122.4706857,2020-08-01
38,76,"Sun Island Farm","47.3856916,-122.4533089",47.3856916,-122.4533089,2020-08-01
60,180,"Gracie's Greens","47.4207137,-122.5207136",47.4207137,-122.5207136,2020-08-01
10,107,"Sacred Gorilla Farm","47.447300, -122.459900",47.4473,-122.4599,2020-08-01
20,75,"Forest Garden Farm","47.4794336,-122.4706857",47.4794336,-122.4706857,2020-08-01
55.8,195.3,"Matsuda Farm","47.4323906,-122.4666727",47.4323906,-122.4666727,2020-08-01
12,226.75,"Sacred Gorilla Farm","47.447300, -122.459900",47.4473,-122.4599,2020-08-01
60,120,"Provo Farms","47.4233042,-122.4477158",47.4233042,-122.4477158,2020-08-01
60,340,"Gracie's Greens","47.4207137,-122.5207136",47.4207137,-122.5207136,2020-08-01
60,120,"Provo Farms","47.4233042,-122.4477158",47.4233042,-122.4477158,2020-09-01
40,100,"Matsuda Farm","47.4323906,-122.4666727",47.4323906,-122.4666727,2020-09-01
28,212,"Sacred Gorilla Farm","47.447300, -122.459900",47.4473,-122.4599,2020-09-01
60,240,"Sun Island Farm","47.3856916,-122.4533089",47.3856916,-122.4533089,2020-09-01
27,610.5,"Matsuda Farm","47.4323906,-122.4666727",47.4323906,-122.4666727,2020-09-01
60,545,"Gracie's Greens","47.4207137,-122.5207136",47.4207137,-122.5207136,2020-09-01
32,96,"Sacred Gorilla Farm","47.447300, -122.459900",47.4473,-122.4599,2020-09-01
24,112,"Forest Garden Farm","47.4794336,-122.4706857",47.4794336,-122.4706857,2020-09-01
30,408.4,"Matsuda Farm","47.4323906,-122.4666727",47.4323906,-122.4666727,2020-09-01
60,280,"Gracie's Greens","47.4207137,-122.5207136",47.4207137,-122.5207136,2020-09-01
45,431,"Gracie's Greens","47.4207137,-122.5207136",47.4207137,-122.5207136,2020-09-01
30,445,"Matsuda Farm","47.4323906,-122.4666727",47.4323906,-122.4666727,2020-09-01
NA,296,"Gracie's Greens","47.4207137,-122.5207136",47.4207137,-122.5207136,2020-09-01
60,456,"Matsuda Farm","47.4323906,-122.4666727",47.4323906,-122.4666727,2020-10-01
11.5,106.5,"Gracie's Greens","47.4207137,-122.5207136",47.4207137,-122.5207136,2020-10-01
40,516,"Matsuda Farm","47.4323906,-122.4666727",47.4323906,-122.4666727,2020-10-01
NA,180,"Gracie's Greens","47.4207137,-122.5207136",47.4207137,-122.5207136,2021-10-01
40,72,"Matsuda Farm","47.4323906,-122.4666727",47.4323906,-122.4666727,2020-10-01
40,164,"Gracie's Greens","47.4207137,-122.5207136",47.4207137,-122.5207136,2020-10-01
NA,318,"Provo Farms","47.4233042,-122.4477158",47.4233042,-122.4477158,2020-10-01
NA,159,"Provo Farms","47.4233042,-122.4477158",47.4233042,-122.4477158,2020-10-01
NA,80,"Gracie's Greens","47.4207137,-122.5207136",47.4207137,-122.5207136,2020-10-01
NA,54,"Matsuda Farm","47.4323906,-122.4666727",47.4323906,-122.4666727,2020-10-01
NA,255,"Gracie's Greens","47.4207137,-122.5207136",47.4207137,-122.5207136,2020-11-01
NA,90,"Provo Farms","47.4233042,-122.4477158",47.4233042,-122.4477158,2020-11-01
NA,213.9,"Matsuda Farm","47.4323906,-122.4666727",47.4323906,-122.4666727,2020-11-01
NA,616.5,"Northbourne Farm","47.4565606,-122.4511177",47.4565606,-122.4511177,2020-11-01
NA,152,"Matsuda Farm","47.4323906,-122.4666727",47.4323906,-122.4666727,2020-11-01
NA,900,"Provo Farms","47.4233042,-122.4477158",47.4233042,-122.4477158,2020-11-01
NA,NA,"Oxbow Farm","47.6777367,-122.0058828",47.6777367,-122.0058828,2020-07-01
NA,NA,"Oxbow Farm","47.6777367,-122.0058828",47.6777367,-122.0058828,2020-08-01
NA,NA,"Oxbow Farm","47.6777367,-122.0058828",47.6777367,-122.0058828,2020-08-01
NA,NA,"Alki Farms","47.7457802,-122.1556116",47.7457802,-122.1556116,2020-09-01
10,882.5,"Alki Farms","47.7457802,-122.1556116",47.7457802,-122.1556116,2020-09-01
50,615,"Alki Farms","47.7457802,-122.1556116",47.7457802,-122.1556116,2020-09-01
NA,NA,"Oxbow Farm","47.6777367,-122.0058828",47.6777367,-122.0058828,2020-10-01
100,226,"Sound Sustainable Farms","47.710736,-122.1552711",47.710736,-122.1552711,2020-11-01
180,121.5,"Oxbow Farm","47.6777367,-122.0058828",47.6777367,-122.0058828,2020-11-01
50,1465,"Oxbow Farm","47.6777367,-122.0058828",47.6777367,-122.0058828,2020-11-01
100,250,"Sound Sustainable Farms","47.710736,-122.1552711",47.710736,-122.1552711,2020-11-01
40,1588,"Sound Sustainable Farms","47.710736,-122.1552711",47.710736,-122.1552711,2020-11-01
150,782,"Sound Sustainable Farms","47.710736,-122.1552711",47.710736,-122.1552711,2020-12-01
2,337,"Sound Sustainable Farms","47.710736,-122.1552711",47.710736,-122.1552711,2020-12-01
26.25,52.5,"Faith Beyond Farm","47.3702846,-122.2897851",47.3702846,-122.2897851,2020-06-01
28,28,"Oxbow Farm","47.6777367,-122.0058828",47.6777367,-122.0058828,2020-06-01
37.5,75,"Rising Sign Farm","47.6399555,-121.9129127",47.6399555,-121.9129127,2020-06-01
37.5,37.5,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-06-01
40,200,"Sound Sustainable Farms","47.710736,-122.1552711",47.710736,-122.1552711,2020-08-01
1,15,"Carnation Farms","47.6782554,-121.9544722",47.6782554,-121.9544722,2020-10-01
60,105,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-10-01
27,27,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-06-01
13,30,"Alki Farms","47.7457802,-122.1556116",47.7457802,-122.1556116,2020-10-01
8,22.5,"Rain Dog Farm","47.6658059,-122.0312807",47.6658059,-122.0312807,2020-10-01
10,34.38,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-10-01
5.25,37.5,"Rising Sign Farm","47.6399555,-121.9129127",47.6399555,-121.9129127,2020-10-01
5.25,121.88,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-10-01
10.5,410,"Faith Beyond Farm","47.3702846,-122.2897851",47.3702846,-122.2897851,2020-10-01
12,30,"Windy Acre Farm","47.3581369,-122.2383523",47.3581369,-122.2383523,NA
20,50,"Windy Acre Farm","47.3581369,-122.2383523",47.3581369,-122.2383523,NA
60,210,"Windy Acre Farm","47.3581369,-122.2383523",47.3581369,-122.2383523,2020-08-01
40,100,"Windy Acre Farm","47.3581369,-122.2383523",47.3581369,-122.2383523,2020-08-01
100,250,"Windy Acre Farm","47.3581369,-122.2383523",47.3581369,-122.2383523,NA
120,300,"Windy Acre Farm","47.3581369,-122.2383523",47.3581369,-122.2383523,NA
NA,480,"Tangled Willows Farm","47.8959915,-122.1042819",47.8959915,-122.1042819,2020-09-01
250,500,"Windy Acre Farm","47.3581369,-122.2383523",47.3581369,-122.2383523,2020-09-01
200,300,"Windy Acre Farm","47.3581369,-122.2383523",47.3581369,-122.2383523,2020-12-01
130,861.46,"Faith Beyond Farm","47.3702846,-122.2897851",47.3702846,-122.2897851,2020-11-01
60,150,"Kamayan Farm","47.5273011,-121.8707362",47.5273011,-121.8707362,2020-11-01
21,115,"Sound Sustainable Farms","47.710736,-122.1552711",47.710736,-122.1552711,2020-11-01
240,940.92,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-11-01
14,299,"Summer Run Farm","47.6399555,-121.9129127",47.6399555,-121.9129127,2020-11-01
35,182.29,"Alki Market Garden","47.7459799,-122.1503993",47.7459799,-122.1503993,2020-11-01
60,260.28,"Carnation Farms","47.6782554,-121.9544722",47.6782554,-121.9544722,2020-11-01
500,3130,"Faith Beyond Farm","47.3702846,-122.2897851",47.3702846,-122.2897851,2020-11-01
8,18.7,"Rising Sign Farm","47.6399555,-121.9129127",47.6399555,-121.9129127,2020-11-01
200,790.63,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-11-01
50,655.76,"Full Circle","47.5658788,-122.0100045",47.5658788,-122.0100045,2020-12-01
24,771.4,"Rain Dog Farm","47.6658059,-122.0312807",47.6658059,-122.0312807,2020-12-01
80,1960.84,"Full Circle","47.5658788,-122.0100045",47.5658788,-122.0100045,2020-12-01
100,350,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-12-01
80,368,"Full Circle","47.5658788,-122.0100045",47.5658788,-122.0100045,2020-12-01
20,347.5,"Sound Vegetables","47.7107537,-122.1618372",47.7107537,-122.1618372,2020-12-01
170,531.25,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-12-01
35,770.5,"Summer Run Farm","47.6399555,-121.9129127",47.6399555,-121.9129127,2020-12-01
160,1000,"Full Circle","47.5658788,-122.0100045",47.5658788,-122.0100045,2020-12-01
180,950,"Sound Sustainable Farms","47.710736,-122.1552711",47.710736,-122.1552711,2020-12-01
80,350,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-12-01
816,721.93,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-10-01
252,468.75,"Faith Beyond Farm","47.3702846,-122.2897851",47.3702846,-122.2897851,2020-10-01
96,92.5,"Oxbow Farm","47.6777367,-122.0058828",47.6777367,-122.0058828,2020-10-01
24,54,"Songbird Haven Farm","47.7348136,-122.2511747",47.7348136,-122.2511747,2020-10-01
24,54,"Songbird Haven Farm","47.7348136,-122.2511747",47.7348136,-122.2511747,2020-10-01
50,859.5,"Faith Beyond Farm","47.3702846,-122.2897851",47.3702846,-122.2897851,2020-10-01
50,75.3,"Oxbow Farm","47.6777367,-122.0058828",47.6777367,-122.0058828,2020-10-01
21,84,"Alki Market Garden","47.7459799,-122.1503993",47.7459799,-122.1503993,2020-10-01
4.38,25,"Alki Market Garden","47.7459799,-122.1503993",47.7459799,-122.1503993,2020-10-01
24,60,"Faith Beyond Farm","47.3702846,-122.2897851",47.3702846,-122.2897851,2020-10-01
24,46.25,"Oxbow Farm","47.6777367,-122.0058828",47.6777367,-122.0058828,2020-10-01
24,75,"Rising Sign Farm","47.6399555,-121.9129127",47.6399555,-121.9129127,2020-10-01
60,206.25,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-10-01
100,343.75,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-10-01
100,290,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-10-01
120,293.75,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-10-01
220,687.5,"Faith Beyond Farm","47.3702846,-122.2897851",47.3702846,-122.2897851,2020-11-01
40,112.5,"Steel Wheel Farm","47.5774188,-121.9111799",47.5774188,-121.9111799,2020-11-01
576,1973,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-08-01
511,511,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-08-01
217,517,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-08-01
200,915,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-08-01
150,350,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-08-01
300,300,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-09-01
190,870,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-09-01
70,496,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-09-01
106,486,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-09-01
355,355,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-09-01
433,685,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-09-01
300,300,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-09-01
250,375,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-10-01
525,787.5,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-10-01
350,825,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-10-01
300,300,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-10-01
330,330,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-10-01
360,360,"Lee's Fresh Produce","47.4140408,-122.2807288",47.4140408,-122.2807288,2020-11-01
NA,1379,"21 Acres","47.7502436,-122.1591767",47.7502436,-122.1591767,NA
40,1626.4,"21 Acres","47.7502436,-122.1591767",47.7502436,-122.1591767,NA
10,77.5,"Alki Farms","47.7457802,-122.1556116",47.7457802,-122.1556116,2020-12-01
10,187.5,"Alki Farms","47.7457802,-122.1556116",47.7457802,-122.1556116,2020-12-01
13,235,"Alki Farms","47.7457802,-122.1556116",47.7457802,-122.1556116,2020-12-01
NA,450,"Fall City Farms","47.5781824,-121.896758",47.5781824,-121.896758,NA
NA,4550,"Ecolibrium Farm","47.5658788,-122.0100045",47.5658788,-122.0100045,2021-12-01
NA,195,"Rising Sign Farm","47.6399555,-121.9129127",47.6399555,-121.9129127,2020-10-01
NA,176,"Songbird Haven Farm","47.7348136,-122.2511747",47.7348136,-122.2511747,2020-10-01
NA,195,"Rising Sign Farm","47.6399555,-121.9129127",47.6399555,-121.9129127,2020-10-01
NA,195,"Rising Sign Farm","47.6399555,-121.9129127",47.6399555,-121.9129127,2020-11-01
NA,99,"Songbird Haven Farm","47.7348136,-122.2511747",47.7348136,-122.2511747,2020-12-01
25,80,"Jon the Farmer","47.5658788,-122.0100045",47.5658788,-122.0100045,2020-06-01
NA,445,"Jon the Farmer","47.5658788,-122.0100045",47.5658788,-122.0100045,2021-12-01
NA,445,"The Common Acre","47.6211269,-122.3342708",47.6211269,-122.3342708,2021-12-01
NA,444,"Black Star Farmers","47.6172944,-122.3216779",47.6172944,-122.3216779,2021-12-01
375,2006,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2020-11-01
775,2565,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2020-11-01
87.5,2000,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2020-11-01
125,NA,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,NA
750,2485.5,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2020-11-01
37.5,NA,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,NA
1000,2244,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2020-11-01
10,293,"Mount Si Fungi","47.5658788,-122.0100045",47.5658788,-122.0100045,2020-11-01
6,2926.4,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2020-11-01
240,NA,"Unknown",NA,NA,NA,NA
496,NA,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,NA
33,2405,"Sno-Valley Mushrooms","47.5299877,-121.8753425",47.5299877,-121.8753425,2020-11-01
52.5,NA,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,NA
150,NA,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,NA
6,2887,"NW Farms","47.3239497,-122.2772907",47.3239497,-122.2772907,2020-12-01
368,NA,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,NA
165,NA,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,NA
22,NA,"Sno-Valley Mushrooms","47.5299877,-121.8753425",47.5299877,-121.8753425,NA
6.75,2419.6,"NW Farms","47.3239497,-122.2772907",47.3239497,-122.2772907,2020-12-01
112.5,NA,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,NA
138,NA,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,NA
20,NA,"Mount Si Fungi","47.5658788,-122.0100045",47.5658788,-122.0100045,NA
400,2567.5,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,2020-12-01
480,NA,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,NA
6,216,"NW Farms","47.3239497,-122.2772907",47.3239497,-122.2772907,2020-12-01
6,2926,"NW Farms","47.3239497,-122.2772907",47.3239497,-122.2772907,2020-12-01
546,NA,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,NA
202.5,NA,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,NA
800,4000,"Cascadia Produce (Distributor)","47.3266708,-122.232777",47.3266708,-122.232777,2020-11-01
800,4000,"Cascadia Produce (Distributor)","47.3266708,-122.232777",47.3266708,-122.232777,2020-11-01
500,2500,"Cascadia Produce (Distributor)","47.3266708,-122.232777",47.3266708,-122.232777,2020-12-01
300,150,"Cascadia Produce (Distributor)","47.3266708,-122.232777",47.3266708,-122.232777,2020-12-01
350,3500,"Mosby Farm","47.2891453,-122.1759227",47.2891453,-122.1759227,2020-11-01
437.5,NA,"Carpinito Farm","47.3950706,-122.2297455",47.3950706,-122.2297455,NA
75,300,"Cascadia Produce (Distributor)","47.3266708,-122.232777",47.3266708,-122.232777,2020-11-01
